"Structure"	"New_Structure"
"Tr_02846"	"chr21:36259140-36259444 chr21:36252854-36253010 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdvusbrqcnonl"
"Tr_02847"	"chr21:36259140-36259444 chr21:36252854-36253010 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdvusbrqcnonl"
"Tr_02848"	"chr21:36259140-36259444 chr21:36252854-36253010 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdvusbrqcnponm"
"Tr_02849"	"chr21:36259140-36259444 chr21:36252854-36253010 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdvusbrqcnponl"
"Tr_02850"	"chr21:36259140-36259444 chr21:36252854-36253010 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdvusbrqcnponl"
"Tr_02851"	"chr21:36259140-36259444 chr21:36252854-36253010 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdvusbrqcnp"
"Tr_02852"	"chr21:36259140-36259444 chr21:36252854-36253010 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdvusbrql"
"Tr_02853"	"chr21:36259140-36259444 chr21:36252854-36253010 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93006733-93006851"	"gdvusbra"
"Tr_02854"	"chr21:36259140-36259444 chr21:36252854-36253010 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdvuqcnonl"
"Tr_02855"	"chr21:36259140-36259444 chr21:36252854-36253010 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdvuqcnonl"
"Tr_02856"	"chr21:36259140-36259444 chr21:36252854-36253010 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdvuqcnonm"
"Tr_02857"	"chr21:36259140-36259444 chr21:36252854-36253010 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdvuqcnponl"
"Tr_02858"	"chr21:36259140-36259444 chr21:36252854-36253010 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdvuqcnponl"
"Tr_02859"	"chr21:36259140-36259444 chr21:36252854-36253010 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdvuqcnponm"
"Tr_02860"	"chr21:36259140-36259444 chr21:36252854-36253010 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdvuqcnp"
"Tr_02861"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:92972432-92972745"	"gdcavl"
"Tr_02862"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavbrqcnonm"
"Tr_02863"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavbrqcnonl"
"Tr_02864"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavbrqcnonl"
"Tr_02865"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavbrqcnponm"
"Tr_02866"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavbrqcnponl"
"Tr_02867"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavbrqcnponl"
"Tr_02868"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcavbrqcnp"
"Tr_02869"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcavbrql"
"Tr_02870"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcavbra"
"Tr_02871"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavurqcnonm"
"Tr_02872"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavurqcnonl"
"Tr_02873"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavurqcnonl"
"Tr_02874"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavurqcnponm"
"Tr_02875"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavurqcnponl"
"Tr_02876"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavurqcnponl"
"Tr_02877"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcavurqcnp"
"Tr_02878"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcavurql"
"Tr_02879"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcavura"
"Tr_02880"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcavubrqcnp"
"Tr_02881"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavubrqcnponm"
"Tr_02882"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavubrqcnponl"
"Tr_02883"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavubrqcnponl"
"Tr_02884"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavubrqcnonm"
"Tr_02885"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavubrqcnonl"
"Tr_02886"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavubrqcnonl"
"Tr_02887"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcavubrql"
"Tr_02888"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcavubra"
"Tr_02889"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavurqcnonm"
"Tr_02890"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavurqcnonl"
"Tr_02891"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavurqcnonl"
"Tr_02892"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavurqcnponm"
"Tr_02893"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavurqcnponl"
"Tr_02894"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavurqcnponl"
"Tr_02895"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcavurqcnp"
"Tr_02896"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcavurql"
"Tr_02897"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcavura"
"Tr_02898"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcavubrqcnp"
"Tr_02899"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavubrqcnponm"
"Tr_02900"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavubrqcnponl"
"Tr_02901"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavubrqcnponl"
"Tr_02902"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavubrqcnonm"
"Tr_02903"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavubrqcnonl"
"Tr_02904"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavubrqcnonl"
"Tr_02905"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcavubrql"
"Tr_02906"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcavubra"
"Tr_02907"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcavusbrqcnp"
"Tr_02908"	"chr21:36259204-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36215920-36216197 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavusbrqcnponm"
